Employee_ID,Corporate_ID,Employee_Name,Employee_Title,Employee_Suffix,Occupation,Grade_Level,Monthly_Salary_GHS,Age,Gender,Gender_Guess,Dependents,Smoker
EMP00287,CORP011,Kayla Ali,,,Production Supervisor,Junior,5000,30,Female,Female,1,No
EMP00288,CORP011,Michelle Adams,,,Production Supervisor,Junior,5000,57,Female,Female,3,No
EMP00289,CORP011,Karen Greer,,,Machine Operator,Senior,7000,45,Female,Female,4,No
EMP00290,CORP011,Bradley Wilkinson,,,Machine Operator,Senior,7000,48,Male,Male,4,No
EMP00291,CORP011,Janet Smith,,,Production Supervisor,Junior,5000,58,Male,Female,3,Yes
EMP00292,CORP012,Jennifer Carter,,,Machine Operator,Junior,3500,33,Female,Female,0,Yes
EMP00293,CORP012,Todd Johnson,,,Machine Operator,Junior,3500,57,Female,Male,4,Yes
EMP00294,CORP012,Kenneth Jimenez,,,Machine Operator,Senior,7000,49,Female,Male,0,No
EMP00295,CORP012,Kimberly Barnes,,,Production Supervisor,Senior,9500,52,Female,Female,2,Yes
EMP00296,CORP012,Sean Ruiz,,,Machine Operator,Senior,7000,54,Male,Male,1,Yes
EMP00297,CORP012,Timothy Calhoun,,,Production Supervisor,Senior,9500,33,Male,Male,1,No
EMP00298,CORP012,Christine Montgomery,,,Production Supervisor,Mid,7000,39,Female,Female,3,Yes
EMP00299,CORP012,Kristin Jacobs,Dr.,,Production Supervisor,Junior,5000,43,Male,Female,0,Yes
EMP00300,CORP012,Crystal Chapman,,,Production Supervisor,Mid,7000,33,Male,Female,4,Yes
EMP00301,CORP012,William Green,,,Production Supervisor,Senior,9500,32,Female,Male,3,No
EMP00302,CORP012,Karen Nelson,,,Production Supervisor,Junior,5000,36,Female,Female,0,Yes
EMP00303,CORP012,Brittney Hall,,,Machine Operator,Mid,5000,56,Female,Female,2,Yes
EMP00304,CORP012,Edward Bush,,,Production Supervisor,Mid,7000,52,Male,Male,4,No
EMP00305,CORP012,Ashley Jones,,,Production Supervisor,Senior,9500,48,Female,Female,2,No
EMP00306,CORP012,Charles Bell,,,Machine Operator,Mid,5000,23,Male,Male,0,No
EMP00307,CORP012,Christian Morales,,,Machine Operator,Junior,3500,45,Male,Male,4,No
EMP00308,CORP012,Andrew Mack,,,Machine Operator,Senior,7000,47,Female,Male,3,No
EMP00309,CORP013,James Tran,,,Production Supervisor,Mid,7000,51,Female,Male,0,No
EMP00310,CORP013,Curtis Martin,,,Production Supervisor,Mid,7000,38,Male,Male,2,Yes
EMP00311,CORP013,Jennifer Jones,,,Production Supervisor,Senior,9500,31,Female,Female,3,Yes
EMP00312,CORP013,Michael Saunders,,,Production Supervisor,Mid,7000,40,Female,Male,3,No
EMP00313,CORP013,Vincent Peters,,,Production Supervisor,Senior,9500,49,Male,Male,1,No
EMP00314,CORP013,Ashley Smith,,,Production Supervisor,Junior,5000,45,Male,Female,3,Yes
EMP00315,CORP013,Scott Moore,,,Machine Operator,Mid,5000,26,Female,Male,0,Yes
EMP00316,CORP013,Virginia Pena,,,Machine Operator,Junior,3500,52,Male,Female,2,No
EMP00317,CORP013,Judy Medina,,,Machine Operator,Mid,5000,55,Male,Female,2,Yes
EMP00318,CORP013,Joseph Stephenson,,,Production Supervisor,Junior,5000,58,Female,Male,0,Yes
EMP00319,CORP013,Thomas Davis,,,Production Supervisor,Senior,9500,26,Female,Male,3,No
EMP00320,CORP013,William Adams,,,Machine Operator,Senior,7000,31,Female,Male,4,Yes
EMP00321,CORP013,Shannon Stephenson,,,Production Supervisor,Senior,9500,39,Male,Female,4,Yes
EMP00322,CORP013,Ashley Collins,,,Production Supervisor,Senior,9500,54,Female,Female,1,No
EMP00323,CORP013,Pamela Jimenez,,,Machine Operator,Mid,5000,54,Male,Female,4,Yes
EMP00324,CORP013,Katherine Allen,,,Machine Operator,Mid,5000,34,Male,Female,1,No
EMP00325,CORP013,Jessica Williams,,,Machine Operator,Senior,7000,30,Male,Female,1,No
EMP00326,CORP013,Tracey Young,,,Machine Operator,Junior,3500,37,Female,Female,4,Yes
EMP00327,CORP013,Christopher Brown,,,Machine Operator,Junior,3500,40,Female,Male,4,Yes
EMP00328,CORP013,Michael Thompson,,,Production Supervisor,Junior,5000,27,Female,Male,4,Yes
EMP00329,CORP013,Brian Flowers,Mr.,,Production Supervisor,Mid,7000,44,Female,Male,1,Yes
EMP00330,CORP013,Bradley Ortega,,,Machine Operator,Junior,3500,48,Female,Male,2,No
EMP00331,CORP013,Peter Bates,,,Machine Operator,Junior,3500,50,Male,Male,0,Yes
EMP00332,CORP013,Robert Ball,,,Production Supervisor,Senior,9500,45,Male,Male,0,Yes
EMP00333,CORP013,Gloria Cooper,,,Production Supervisor,Senior,9500,33,Female,Female,4,No
EMP00334,CORP013,Jessica Estrada,,,Machine Operator,Mid,5000,44,Male,Female,4,Yes
EMP00335,CORP013,Jimmy Huff,,,Machine Operator,Senior,7000,40,Male,Male,4,No
EMP00336,CORP013,Scott Chung,,,Machine Operator,Junior,3500,53,Female,Male,4,Yes
EMP00337,CORP013,Troy Schmidt,,,Production Supervisor,Junior,5000,39,Female,Male,1,Yes
EMP00338,CORP013,Donald Perez,,,Production Supervisor,Junior,5000,51,Female,Male,0,Yes
EMP00339,CORP013,Luis Martin,,,Machine Operator,Senior,7000,51,Male,Male,4,Yes
EMP00340,CORP014,Michael Davis,,,Safety Officer,Junior,7000,24,Female,Male,2,No
EMP00341,CORP014,Jeffrey Solis,,,Mining Engineer,Mid,16000,29,Female,Male,4,No
EMP00342,CORP014,April Powell,,,Mining Engineer,Junior,11000,29,Male,Female,1,No
EMP00343,CORP014,Tammy Hayes,,,Safety Officer,Junior,7000,31,Female,Female,1,Yes
EMP00344,CORP014,Christian Bean,,,Safety Officer,Junior,7000,55,Male,Male,1,Yes
EMP00345,CORP014,Christopher Sanchez,,,Safety Officer,Senior,14000,37,Male,Male,0,No
EMP00346,CORP014,Shelley Saunders,,,Mining Engineer,Mid,16000,45,Male,Female,3,Yes
EMP00347,CORP014,Gail Jensen,,,Mining Engineer,Junior,11000,26,Male,Female,4,Yes
EMP00348,CORP014,Nicole Adams,,,Mining Engineer,Junior,11000,32,Female,Female,4,No
EMP00349,CORP014,Heather Mcguire,,,Safety Officer,Junior,7000,46,Female,Female,4,No
EMP00350,CORP014,Christian Gallagher,,,Safety Officer,Junior,7000,46,Male,Male,2,No
EMP00351,CORP014,Richard Vaughn,Mr.,,Mining Engineer,Senior,24000,56,Male,Male,2,Yes
EMP00352,CORP014,Jeffrey Graham,,,Mining Engineer,Senior,24000,57,Male,Male,3,No
EMP00353,CORP014,Rachel Noble,,,Mining Engineer,Junior,11000,44,Male,Female,4,No
EMP00354,CORP014,Arthur Rice,,,Mining Engineer,Junior,11000,58,Female,Male,0,No
EMP00355,CORP014,Dennis Werner,,,Mining Engineer,Junior,11000,31,Female,Male,0,Yes
EMP00356,CORP014,Gregory Daniels,,,Mining Engineer,Mid,16000,30,Male,Male,1,No
EMP00357,CORP014,Brian Patterson,,,Mining Engineer,Senior,24000,33,Male,Male,1,Yes
EMP00358,CORP014,Brandi Brewer,,,Safety Officer,Mid,10000,24,Female,Female,1,No
EMP00359,CORP014,Cory Reid,,,Mining Engineer,Senior,24000,47,Female,Male,1,Yes
EMP00360,CORP014,Zachary Ryan,,MD,Mining Engineer,Junior,11000,58,Female,Male,0,No
EMP00361,CORP014,Luis Brown,,,Mining Engineer,Mid,16000,33,Female,Male,4,Yes
EMP00362,CORP014,Luis Woods,,,Mining Engineer,Mid,16000,29,Male,Male,0,Yes
EMP00363,CORP014,Grace Pierce,,,Mining Engineer,Mid,16000,46,Male,Female,2,Yes
EMP00364,CORP014,Gregory Norman,,,Mining Engineer,Junior,11000,50,Female,Male,3,Yes
EMP00365,CORP014,Lindsey Peck,,,Safety Officer,Junior,7000,32,Female,Female,4,Yes
EMP00366,CORP014,Logan Mckee,,,Safety Officer,Mid,10000,27,Female,Male,2,No
EMP00367,CORP014,Vickie Mclaughlin,,,Mining Engineer,Junior,11000,28,Male,Female,1,Yes
EMP00368,CORP014,William Evans,,,Mining Engineer,Mid,16000,26,Female,Male,1,No
EMP00369,CORP014,Melanie Johnson,,,Safety Officer,Junior,7000,45,Female,Female,1,No
EMP00370,CORP014,Michael Stevens,,,Safety Officer,Junior,7000,36,Male,Male,0,No
EMP00371,CORP014,Sarah Lambert,,,Safety Officer,Junior,7000,58,Male,Female,2,No
EMP00372,CORP014,Brett Diaz,,DVM,Mining Engineer,Junior,11000,53,Male,Male,0,Yes
EMP00373,CORP014,Courtney Johnston,,,Mining Engineer,Mid,16000,37,Male,Female,1,No
EMP00374,CORP014,Benjamin Taylor,,,Mining Engineer,Mid,16000,35,Male,Male,0,No
EMP00375,CORP014,Shelly Smith,,,Mining Engineer,Senior,24000,27,Female,Female,3,Yes
EMP00376,CORP015,John Moore,,,Safety Officer,Senior,14000,42,Female,Male,3,No
EMP00377,CORP015,Ronald Smith,,,Safety Officer,Mid,10000,27,Female,Male,3,Yes
EMP00378,CORP015,Wanda Neal,,,Safety Officer,Mid,10000,28,Male,Female,2,Yes
EMP00379,CORP015,Michelle Holder,,DDS,Safety Officer,Mid,10000,43,Female,Female,1,No
EMP00380,CORP015,Sean Chapman,,,Safety Officer,Junior,7000,24,Female,Male,4,No
EMP00381,CORP015,Karen Brennan,,,Safety Officer,Junior,7000,52,Female,Female,0,Yes
EMP00382,CORP015,Michael Valenzuela,,,Safety Officer,Mid,10000,26,Female,Male,1,No
EMP00383,CORP015,Jeremy Benson,,,Safety Officer,Senior,14000,55,Male,Male,2,No
EMP00384,CORP015,Jay Martinez,,,Mining Engineer,Senior,24000,52,Female,Male,0,No
EMP00385,CORP015,Joseph Bond,,PhD,Mining Engineer,Senior,24000,42,Female,Male,4,Yes
EMP00386,CORP015,Christine Best,,,Safety Officer,Junior,7000,38,Male,Female,1,No
EMP00387,CORP015,Stacey Maynard,Ms.,DVM,Safety Officer,Mid,10000,35,Male,Female,2,Yes
EMP00388,CORP015,Richard Escobar,,,Mining Engineer,Mid,16000,34,Female,Male,3,Yes
EMP00389,CORP015,Frank Harrison,,,Mining Engineer,Mid,16000,28,Female,Male,0,No
EMP00390,CORP015,Douglas Smith,,,Safety Officer,Mid,10000,48,Female,Male,1,Yes
EMP00391,CORP015,Diane Scott,,,Mining Engineer,Senior,24000,37,Female,Female,4,Yes
EMP00392,CORP015,Anthony Gonzales,,,Safety Officer,Mid,10000,48,Male,Male,1,No
EMP00393,CORP015,Donald Cox,,,Mining Engineer,Senior,24000,58,Female,Male,3,Yes
EMP00394,CORP015,Sheryl Chase,,,Mining Engineer,Junior,11000,23,Male,Female,0,Yes
EMP00395,CORP015,Dennis Smith,,,Safety Officer,Senior,14000,23,Male,Male,0,No
EMP00396,CORP015,Stephen Johnson,,,Mining Engineer,Junior,11000,34,Female,Male,1,No
EMP00397,CORP015,Melissa Parker,,,Mining Engineer,Mid,16000,46,Male,Female,0,Yes
EMP00398,CORP015,Robert Chavez,,,Mining Engineer,Junior,11000,44,Male,Male,0,Yes
EMP00399,CORP015,Emma Travis,,,Safety Officer,Senior,14000,23,Female,Female,0,No
EMP00400,CORP015,Ashley Jackson,,,Safety Officer,Mid,10000,44,Male,Female,1,No
EMP00401,CORP015,Heather Bailey,,,Mining Engineer,Mid,16000,41,Male,Female,1,Yes
EMP00402,CORP015,Alexandra Whitaker,,,Safety Officer,Mid,10000,24,Male,Female,0,No
EMP00403,CORP015,David Pruitt,,,Safety Officer,Junior,7000,58,Female,Male,2,Yes
EMP00404,CORP015,Linda Miller,,,Mining Engineer,Mid,16000,47,Male,Female,0,No
EMP00405,CORP015,Theresa Meyer,,,Safety Officer,Junior,7000,31,Male,Female,1,No
EMP00406,CORP015,Marcus Brock,,,Mining Engineer,Junior,11000,36,Female,Male,4,No
EMP00407,CORP015,Darrell Sims,,,Safety Officer,Junior,7000,39,Female,Male,0,Yes
EMP00408,CORP015,Christopher Riddle,,,Mining Engineer,Senior,24000,35,Male,Male,3,No
EMP00409,CORP015,Antonio Thompson,Dr.,,Safety Officer,Senior,14000,39,Female,Male,2,Yes
EMP00410,CORP015,Crystal Wells,,,Safety Officer,Junior,7000,47,Female,Female,1,Yes
EMP00411,CORP015,Jennifer Ramos,,,Mining Engineer,Junior,11000,44,Male,Female,2,No
EMP00412,CORP015,Christopher Conley,,DDS,Mining Engineer,Mid,16000,41,Female,Male,0,Yes
EMP00413,CORP015,Jennifer Benitez,,,Safety Officer,Junior,7000,57,Male,Female,1,Yes
EMP00414,CORP015,Steven Lawson,,,Safety Officer,Junior,7000,29,Male,Male,3,Yes
EMP00415,CORP015,Amy Bishop,,,Safety Officer,Junior,7000,54,Male,Female,4,No
EMP00416,CORP016,Roy Brown,,,Lecturer,Junior,6000,41,Male,Male,3,No
EMP00417,CORP016,Emily Johnson,,,Teacher,Junior,3500,43,Female,Female,4,Yes
EMP00418,CORP016,Sherry Williams,,,Teacher,Mid,5000,28,Female,Female,1,Yes
EMP00419,CORP016,Lindsey Robinson,,,Teacher,Senior,7000,48,Male,Female,3,Yes
EMP00420,CORP016,Sonya Miller,,,Lecturer,Junior,6000,30,Male,Female,0,No
EMP00421,CORP016,Timothy Thomas,,,Teacher,Junior,3500,36,Female,Male,4,No
EMP00422,CORP016,Patrick Martinez,,,Lecturer,Senior,13000,44,Male,Male,4,No
EMP00423,CORP016,David Russo,,,Teacher,Junior,3500,24,Male,Male,0,No
EMP00424,CORP016,James Warren,,,Lecturer,Mid,9000,53,Female,Male,2,No
EMP00425,CORP016,Christy Solis,,,Teacher,Mid,5000,34,Female,Female,2,No
EMP00426,CORP016,Heather Ray,,,Lecturer,Mid,9000,33,Female,Female,0,Yes
EMP00427,CORP016,Yvette Parsons,,,Lecturer,Mid,9000,49,Male,Female,1,Yes
EMP00428,CORP016,David Russell,,,Lecturer,Junior,6000,37,Male,Male,4,No
EMP00429,CORP016,David Singh,,,Teacher,Mid,5000,53,Female,Male,4,Yes
EMP00430,CORP016,Marvin Lewis,,,Teacher,Senior,7000,46,Female,Male,3,No
EMP00431,CORP016,Evan May,,,Lecturer,Senior,13000,35,Female,Male,3,No
EMP00432,CORP016,Benjamin Rios,,,Lecturer,Mid,9000,29,Male,Male,0,No
EMP00433,CORP016,Jennifer Thornton,,,Lecturer,Mid,9000,52,Female,Female,1,Yes
EMP00434,CORP016,Kaylee Short,,,Teacher,Junior,3500,27,Male,Female,4,No
EMP00435,CORP016,Karen Owens,,,Lecturer,Mid,9000,42,Male,Female,1,Yes
EMP00436,CORP016,Olivia Ferguson,,,Teacher,Mid,5000,54,Male,Female,0,No
EMP00437,CORP016,Lisa Harris,,,Lecturer,Senior,13000,43,Female,Female,0,No
EMP00438,CORP016,Candace Davis,,,Teacher,Junior,3500,36,Female,Female,3,No
EMP00439,CORP016,Jesse Anderson,,,Teacher,Senior,7000,49,Male,Male,3,No
EMP00440,CORP016,Natalie Robinson,,,Lecturer,Junior,6000,55,Male,Female,3,Yes
EMP00441,CORP016,Carol Smith,,,Lecturer,Junior,6000,41,Female,Female,2,Yes
EMP00442,CORP016,Steven Rodriguez,,,Lecturer,Junior,6000,43,Male,Male,1,No
EMP00443,CORP017,Karen Shields,,,Fleet Manager,Junior,6000,57,Male,Female,0,No
EMP00444,CORP017,Cody Giles,,,Warehouse Officer,Mid,5000,54,Female,Male,0,No
EMP00445,CORP017,Kyle Ruiz,,,Fleet Manager,Junior,6000,25,Female,Female,2,Yes
EMP00446,CORP017,Latasha Wolfe,,,Warehouse Officer,Senior,7000,31,Male,Female,3,No
EMP00447,CORP017,Jeffrey Adkins,,,Warehouse Officer,Junior,3500,57,Female,Male,3,No
EMP00448,CORP017,Melissa Perez,,,Fleet Manager,Junior,6000,27,Male,Female,0,No
EMP00449,CORP017,Patrick Anderson,,,Warehouse Officer,Junior,3500,58,Female,Male,4,Yes
EMP00450,CORP017,Brooke Maynard,,,Fleet Manager,Senior,12000,35,Male,Female,0,Yes
EMP00451,CORP017,Kristina Peck,,,Warehouse Officer,Senior,7000,39,Female,Female,4,No
EMP00452,CORP017,Kevin Nichols,,,Warehouse Officer,Junior,3500,43,Female,Male,0,No
EMP00453,CORP017,Albert Sexton,,,Warehouse Officer,Junior,3500,48,Male,Male,4,No
EMP00454,CORP017,Christopher Pearson,,,Fleet Manager,Mid,8500,45,Male,Male,2,No
EMP00455,CORP017,Donald Garrett,,,Fleet Manager,Senior,12000,37,Male,Male,1,No
EMP00456,CORP017,Jennifer Ross,,,Fleet Manager,Mid,8500,43,Male,Female,1,Yes
EMP00457,CORP017,Daniel Hobbs,,,Warehouse Officer,Junior,3500,31,Male,Male,2,Yes
EMP00458,CORP017,Kimberly Barnett,,,Fleet Manager,Senior,12000,32,Male,Female,3,Yes
EMP00459,CORP018,Samuel Young,,,Warehouse Officer,Senior,7000,41,Female,Male,3,No
EMP00460,CORP018,Sierra Miller,,,Fleet Manager,Senior,12000,40,Female,Female,3,Yes
EMP00461,CORP018,Scott Jacobson,,,Warehouse Officer,Senior,7000,23,Female,Male,3,No
EMP00462,CORP018,Natasha Hall,,,Warehouse Officer,Junior,3500,34,Female,Female,4,Yes
EMP00463,CORP018,Jason Rogers,,,Fleet Manager,Senior,12000,35,Male,Male,2,No
EMP00464,CORP018,Madison Baker,,,Warehouse Officer,Junior,3500,25,Female,Female,0,Yes
EMP00465,CORP018,James Parker,,,Fleet Manager,Junior,6000,39,Male,Male,0,Yes
EMP00466,CORP018,John Campos,,,Warehouse Officer,Junior,3500,30,Female,Male,2,Yes
EMP00467,CORP018,John Butler,,,Warehouse Officer,Junior,3500,53,Male,Male,4,No
EMP00468,CORP018,Nicholas Taylor,,,Fleet Manager,Junior,6000,29,Female,Male,2,Yes
EMP00469,CORP018,Michael Scott,,,Fleet Manager,Junior,6000,38,Male,Male,0,No
EMP00470,CORP018,Brendan Carroll,,,Warehouse Officer,Junior,3500,37,Female,Male,4,Yes
EMP00471,CORP018,Mariah Vazquez,,,Fleet Manager,Junior,6000,32,Female,Female,0,Yes
EMP00472,CORP018,Richard Silva,,,Fleet Manager,Mid,8500,56,Male,Male,0,No
EMP00473,CORP018,Nicole Jennings,,,Warehouse Officer,Senior,7000,50,Female,Female,3,Yes
EMP00474,CORP018,Joann Gregory,,,Warehouse Officer,Mid,5000,23,Female,Female,0,No
EMP00475,CORP018,Christy Dawson,,,Fleet Manager,Mid,8500,29,Female,Female,0,No
EMP00476,CORP018,Elizabeth Morse,,,Fleet Manager,Junior,6000,44,Male,Female,2,Yes
EMP00477,CORP018,Cody Hall,,,Warehouse Officer,Mid,5000,30,Female,Male,3,No
EMP00478,CORP018,James Espinoza,,,Fleet Manager,Junior,6000,44,Male,Male,4,Yes
EMP00479,CORP018,Jamie Hoffman,,,Fleet Manager,Mid,8500,53,Male,Female,4,No
EMP00480,CORP018,April Bradford,,,Warehouse Officer,Senior,7000,29,Female,Female,3,No
EMP00481,CORP018,Kathy Wilkins,,,Fleet Manager,Senior,12000,39,Female,Female,4,No
EMP00482,CORP018,Marvin Gonzalez,,,Warehouse Officer,Senior,7000,24,Female,Male,1,No
EMP00483,CORP018,Andrea Coleman,,,Warehouse Officer,Mid,5000,27,Male,Female,4,Yes
EMP00484,CORP018,Michael Torres,,,Warehouse Officer,Mid,5000,31,Male,Male,4,Yes
EMP00485,CORP018,Spencer Smith,,,Fleet Manager,Senior,12000,29,Male,Male,1,No
EMP00486,CORP018,Lori Mcgee,,,Warehouse Officer,Senior,7000,44,Female,Female,0,Yes
EMP00487,CORP019,Sherry Carter,,PhD,Warehouse Officer,Junior,3500,48,Male,Female,0,Yes
EMP00488,CORP019,Sara Jones,,,Fleet Manager,Junior,6000,43,Female,Female,4,Yes
EMP00489,CORP019,Michael Brown,,,Warehouse Officer,Mid,5000,49,Male,Male,1,No
EMP00490,CORP019,Sabrina Zimmerman,,,Warehouse Officer,Mid,5000,27,Male,Female,1,Yes
EMP00491,CORP019,Kathryn Fields,,,Fleet Manager,Senior,12000,25,Male,Female,2,Yes
EMP00492,CORP019,Cynthia Fischer,,,Fleet Manager,Junior,6000,44,Male,Female,0,No
EMP00493,CORP019,Jacob Roberts,,,Fleet Manager,Mid,8500,25,Female,Male,4,Yes
EMP00494,CORP019,Taylor Gutierrez,,,Warehouse Officer,Junior,3500,26,Male,Male,2,No
EMP00495,CORP019,Vincent Mccoy,,,Fleet Manager,Junior,6000,30,Female,Male,1,No
EMP00496,CORP019,Matthew Maldonado,,,Fleet Manager,Junior,6000,52,Male,Male,1,Yes
EMP00497,CORP019,Victor Briggs,,,Warehouse Officer,Junior,3500,36,Female,Male,3,Yes
EMP00498,CORP019,Stacey Wagner,,,Fleet Manager,Mid,8500,50,Female,Female,3,Yes
EMP00499,CORP019,Philip Larson,,,Warehouse Officer,Junior,3500,34,Male,Male,3,Yes
EMP00500,CORP019,Christina Garrett,,,Fleet Manager,Junior,6000,25,Male,Female,3,Yes
EMP00501,CORP019,Mary Owens,,,Warehouse Officer,Mid,5000,49,Male,Female,3,Yes
EMP00502,CORP019,James Mcmahon,,,Fleet Manager,Junior,6000,31,Female,Male,3,Yes
EMP00503,CORP019,Frederick Jordan,,,Fleet Manager,Mid,8500,56,Female,Male,4,No
EMP00504,CORP019,Kristen Smith,,,Warehouse Officer,Junior,3500,27,Female,Female,4,Yes
EMP00505,CORP019,Dustin Reynolds,,,Fleet Manager,Senior,12000,51,Male,Male,4,Yes
EMP00506,CORP019,Troy Velazquez,,,Fleet Manager,Junior,6000,33,Male,Male,1,No
EMP00507,CORP019,Kent Rocha,,,Fleet Manager,Junior,6000,54,Male,Male,1,Yes
EMP00508,CORP019,Ashley Price,,,Fleet Manager,Senior,12000,52,Male,Female,0,Yes
EMP00509,CORP019,Michael Smith,,,Warehouse Officer,Mid,5000,52,Male,Male,4,No
EMP00510,CORP019,Diane Contreras,,,Fleet Manager,Mid,8500,57,Female,Female,4,No
EMP00511,CORP019,Lauren Hale,,,Fleet Manager,Senior,12000,26,Female,Female,3,No
EMP00512,CORP020,Eric Ferguson,,,Insurance Officer,Senior,12000,40,Female,Male,2,Yes
EMP00513,CORP020,Amber Stevens,,,Claims Analyst,Senior,14000,27,Male,Female,4,No
EMP00514,CORP020,Benjamin Eaton,,,Claims Analyst,Junior,6000,56,Female,Male,2,Yes
EMP00515,CORP020,Matthew Morgan,,,Insurance Officer,Mid,8000,40,Male,Male,2,No
EMP00516,CORP020,Matthew Smith,,,Insurance Officer,Mid,8000,42,Male,Male,4,No
EMP00517,CORP020,Carol Montgomery,,,Insurance Officer,Junior,5000,48,Female,Female,4,No
EMP00518,CORP020,Adrian Jackson,,,Claims Analyst,Junior,6000,54,Female,Male,4,No
EMP00519,CORP020,Charles Brown,,,Insurance Officer,Mid,8000,41,Male,Male,3,Yes
EMP00520,CORP020,Emily Hill,,,Claims Analyst,Junior,6000,55,Female,Female,3,Yes
EMP00521,CORP020,Mary Scott,,,Claims Analyst,Mid,9000,25,Male,Female,3,Yes
EMP00522,CORP020,Hannah Young,,,Insurance Officer,Junior,5000,39,Female,Female,3,No
EMP00523,CORP020,Joseph Brown,,,Insurance Officer,Junior,5000,33,Female,Male,1,No
EMP00524,CORP020,Peggy Anderson,,,Insurance Officer,Senior,12000,24,Male,Female,0,No
EMP00525,CORP020,Philip Williams,,,Claims Analyst,Junior,6000,39,Male,Male,4,No
EMP00526,CORP020,Sarah Daniels,,,Claims Analyst,Mid,9000,45,Male,Female,0,No
EMP00527,CORP020,April Parker,,,Insurance Officer,Senior,12000,29,Female,Female,2,Yes
EMP00528,CORP020,Bridget Mckenzie,,,Insurance Officer,Mid,8000,36,Male,Female,4,Yes
EMP00529,CORP020,John Aguilar,,,Claims Analyst,Junior,6000,24,Female,Male,2,No
EMP00530,CORP020,Belinda Ellis,,,Claims Analyst,Mid,9000,45,Female,Female,3,No
EMP00531,CORP020,Paul Holloway,,,Claims Analyst,Mid,9000,37,Female,Male,3,No
EMP00532,CORP020,Ryan Bailey,,,Claims Analyst,Mid,9000,32,Female,Male,0,No
EMP00533,CORP020,Joseph Smith,,,Claims Analyst,Mid,9000,58,Male,Male,3,Yes
EMP00534,CORP020,John Campos,,,Insurance Officer,Junior,5000,56,Male,Male,2,No
EMP00535,CORP021,Christopher Diaz,,,Claims Analyst,Junior,6000,47,Female,Male,2,No
EMP00536,CORP021,Sarah Aguilar,,,Insurance Officer,Mid,8000,24,Male,Female,0,No
EMP00537,CORP021,Paul Lee,,,Insurance Officer,Senior,12000,32,Female,Male,1,No
EMP00538,CORP021,Michelle Fleming,,,Claims Analyst,Senior,14000,43,Female,Female,4,No
EMP00539,CORP021,Ryan Ryan,,,Insurance Officer,Mid,8000,43,Male,Male,4,Yes
EMP00540,CORP021,Stephen Jackson,,,Claims Analyst,Mid,9000,54,Female,Male,3,Yes
EMP00541,CORP021,William Bradley,,,Insurance Officer,Junior,5000,31,Male,Male,1,No
EMP00542,CORP021,Kevin Williams,,,Insurance Officer,Mid,8000,27,Male,Male,2,No
EMP00543,CORP021,Robert Bennett,,,Insurance Officer,Senior,12000,42,Female,Male,4,No
EMP00544,CORP021,Melissa Williams,,,Insurance Officer,Mid,8000,32,Male,Female,2,No
EMP00545,CORP021,Cathy Lloyd,,,Claims Analyst,Mid,9000,29,Male,Female,1,Yes
EMP00546,CORP021,David Wolfe,,,Insurance Officer,Mid,8000,40,Female,Male,0,No
EMP00547,CORP021,Kyle Wilson,,,Claims Analyst,Senior,14000,27,Female,Female,1,Yes
EMP00548,CORP021,Barbara Pierce,,,Insurance Officer,Mid,8000,50,Female,Female,0,Yes
EMP00549,CORP021,Ebony Williams,,,Claims Analyst,Senior,14000,39,Male,Female,3,Yes
EMP00550,CORP021,Melissa Murray,,,Insurance Officer,Junior,5000,48,Male,Female,2,No
EMP00551,CORP021,Juan Mckee,,,Insurance Officer,Junior,5000,48,Male,Male,0,No
EMP00552,CORP021,Joshua Compton,,,Claims Analyst,Senior,14000,45,Female,Male,1,No
EMP00553,CORP021,Warren Walker,,,Claims Analyst,Mid,9000,37,Male,Male,0,No
EMP00554,CORP021,Jack West,,,Claims Analyst,Senior,14000,45,Female,Male,0,Yes
EMP00555,CORP021,Kendra Fernandez,,,Claims Analyst,Mid,9000,37,Male,Female,4,No
EMP00556,CORP021,Laura Bell,,,Insurance Officer,Senior,12000,34,Male,Female,4,No
EMP00557,CORP021,Patricia Washington,,,Insurance Officer,Senior,12000,40,Female,Female,4,Yes
EMP00558,CORP021,Lisa Davis,,,Claims Analyst,Senior,14000,26,Female,Female,1,No
EMP00559,CORP021,Matthew Dawson,,,Insurance Officer,Mid,8000,52,Male,Male,1,No
EMP00560,CORP022,Katelyn Barnes,,,Claims Analyst,Junior,6000,33,Male,Female,4,No
EMP00561,CORP022,Bradley Ross,,,Claims Analyst,Junior,6000,39,Male,Male,2,Yes
EMP00562,CORP022,Shaun Hendrix,,,Insurance Officer,Junior,5000,29,Female,Male,0,No
EMP00563,CORP022,Joseph Haynes,,,Claims Analyst,Junior,6000,39,Female,Male,4,Yes
EMP00564,CORP022,Peter Smith,,,Insurance Officer,Senior,12000,27,Male,Male,1,Yes
EMP00565,CORP022,Gail Lee,,,Insurance Officer,Senior,12000,29,Female,Female,1,No
EMP00566,CORP022,Manuel Porter,,,Insurance Officer,Junior,5000,53,Female,Male,2,Yes
EMP00567,CORP022,Alexander Mendoza,,,Insurance Officer,Senior,12000,26,Male,Male,3,No
EMP00568,CORP022,John Walker,,,Insurance Officer,Junior,5000,40,Female,Male,3,Yes
EMP00569,CORP022,Jamie Smith,Mrs.,,Claims Analyst,Senior,14000,53,Male,Female,0,No
EMP00570,CORP022,Stacey Holland,,,Claims Analyst,Senior,14000,57,Male,Female,2,No
